"S No","Product Name","SKU","Variation","Meesho PID","Category","Qty","Order Number","Suborder Number","Dispatch Date","Return Created Date","Type of Return","Sub Type","Expected Delivery Date","Courier Partner","AWB Number","Status","Attempt","Tracking Link","Return Price Type","Return Reason","Detailed Return Reason"
"1","Little Champ Stylish Top & Pants","boy_nice_white_brown_c2","6-7 Years",,"Clothing Set","1","206341983520820864","206341983520820864_1","2025-10-06","2025-10-31","Courier Return (RTO)","forward_RTO","2025-11-20","Shadowfax","SF2212961343FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2212961343FPL",,"NA","NA"
"2","GameOn Boys’ Top & Bottom Set","boy_run_green_c1","7-8 Years",,"Clothing Set","1","207021002483496256","207021002483496256_1","2025-10-08","2025-10-31","Courier Return (RTO)","forward_RTO","2025-11-22","Shadowfax","SF2233891713FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2233891713FPL",,"NA","NA"
"3","UrbanBeat Boys’ Outfit Set","boy_run_marron_c1","9-10 Years",,"Clothing Set","1","207344707642258752","207344707642258752_1","2025-10-10","2025-10-31","Courier Return (RTO)","forward_RTO","2025-11-24","Shadowfax","SF2241731157FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2241731157FPL",,"NA","NA"
"4","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","3-4 Years",,"Clothing Set","1","213220109295263232","213220109295263232_1","2025-10-25","2025-10-27","Courier Return (RTO)","forward_RTO","2025-12-09","PocketShip","VL0082593899958","Delivering Today","1","https://www.valmo.in/track/VL0082593899958",,"NA","NA"
"5","Trendy Boys Outfit Set","boy_nice_green","7-8 Years",,"Clothing Set","1","211677523053092352","211677523053092352_1","2025-10-22","2025-10-27","Courier Return (RTO)","forward_RTO","2025-12-06","Shadowfax","SF2319364768FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2319364768FPL",,"NA","NA"
"6","NextGen Boys’ Outfit Pack","boy_nice_white_green_c3","6-12 Months",,"Clothing Set","1","210652286538614720","210652286538614720_1","2025-10-18","2025-10-27","Courier Return (RTO)","forward_RTO","2025-12-02","PocketShip","VL0082540000845","Delivering Today","1","https://www.valmo.in/track/VL0082540000845",,"NA","NA"
"7","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","6-7 Years",,"Clothing Set","1","211446273282177536","211446273282177536_1","2025-10-21","2025-10-27","Courier Return (RTO)","forward_RTO","2025-12-05","PocketShip","VL0082561613376","Delivering Today","1","https://www.valmo.in/track/VL0082561613376",,"NA","NA"
"8","AngelVibe Girls’ Fashion Set","girl_red_flower_c1","7-8 Years",,"Clothing Set","1","203389700349818176","203389700349818176_1","2025-09-29","2025-10-27","Courier Return (RTO)","forward_RTO","2025-11-13","Shadowfax","SF2183596376FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2183596376FPL",,"NA","NA"
"9","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","6-7 Years",,"Clothing Set","1","211737916384246272","211737916384246272_1","2025-10-21","2025-10-26","Customer Return","FIRST_RET","2025-11-20","Valmo","VLR081424425349","Delivering Today","1","https://meesho.portal.shipsy.io/track/result?refNum=VLR081424425349&searchBy=referenceNumber","Meesho Price","Have size / fit related issues","Size correct but too loose"
"10","Little Champ Stylish Top & Pants","boy_nice_white_brown_c2","6-7 Years",,"Clothing Set","1","210346944568161600","210346944568161600_1","2025-10-18","2025-10-26","Courier Return (RTO)","forward_RTO","2025-12-02","PocketShip","VL0082540000840","Delivering Today","1","https://www.valmo.in/track/VL0082540000840",,"NA","NA"
"11","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","7-8 Years",,"Clothing Set","1","211789520795421056","211789520795421056_1","2025-10-22","2025-10-26","Courier Return (RTO)","forward_RTO","2025-12-06","PocketShip","VL0082568553586","Delivering Today","1","https://www.valmo.in/track/VL0082568553586",,"NA","NA"
"12","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","6-7 Years",,"Clothing Set","1","210422683861649792","210422683861649792_1","2025-10-18","2025-10-26","Customer Return","FIRST_RET","2025-11-20","Shadowfax","R1541852709MSR","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1541852709MSR","Meesho Price","Have size / fit related issues","Did not like the fit"
"13","Cutiepie Elegant Boys Top & Bottom Sets","boy_nice_white_green_c4","6-7 Years",,"Clothing Set","1","211552206904756160","211552206904756160_1","2025-10-22","2025-10-26","Courier Return (RTO)","forward_RTO","2025-12-06","PocketShip","VL0082568553336","Delivering Today","1","https://www.valmo.in/track/VL0082568553336",,"NA","NA"
"14","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","10-11 Years",,"Clothing Set","1","210627203558883968","210627203558883968_1","2025-10-18","2025-10-26","Customer Return","FIRST_RET","2025-11-20","Shadowfax","R1540855674FPL","Delivering Today","1","https://track.shadowfax.in/track?order=return&trackingId=R1540855674FPL","Meesho Price","Received wrong product (different color / size / product)","Completely different product from shown"
"15","Trendy Boys Outfit Set","boy_nice_green","13-14 Years",,"Clothing Set","1","211393480679884736","211393480679884736_1","2025-10-20","2025-10-26","Customer Return","FIRST_RET","2025-11-20","Valmo","VLR081422573179","Delivering Today","1","https://meesho.portal.shipsy.io/track/result?refNum=VLR081422573179&searchBy=referenceNumber","Meesho Price","Received wrong product (different color / size / product)","Same product but different colour"
"16","Little Champ Stylish Top & Pants","boy_nice_white_brown_c2","10-11 Years",,"Clothing Set","1","211454549234523648","211454549234523648_1","2025-10-21","2025-10-25","Courier Return (RTO)","forward_RTO","2025-12-05","PocketShip","VL0082566913184","Delivering Today","1","https://www.valmo.in/track/VL0082566913184",,"NA","NA"
"17","Trendy Boys Outfit Set","boy_nice_green","13-14 Years",,"Clothing Set","1","210924474324940096","210924474324940096_1","2025-10-19","2025-10-25","Courier Return (RTO)","forward_RTO","2025-12-03","PocketShip","VL0082549725897","Delivering Today","1","https://www.valmo.in/track/VL0082549725897",,"NA","NA"
"18","TrendMax Boys’ Clothing Set","boy_run_blue_c1","8-9 Years",,"Clothing Set","1","210081207693638144","210081207693638144_1","2025-10-18","2025-10-25","Courier Return (RTO)","forward_RTO","2025-12-02","Shadowfax","SF2297487850FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2297487850FPL",,"NA","NA"
"19","TrendMax Boys’ Clothing Set","boy_run_blue_c1","13-14 Years",,"Clothing Set","1","210081601446509056","210081601446509056_1","2025-10-18","2025-10-25","Courier Return (RTO)","forward_RTO","2025-12-02","Shadowfax","SF2297487850FPL","Delivering Today","1","https://track.shadowfax.in/track?order=new&trackingId=SF2297487850FPL",,"NA","NA"
"20","GameOn Boys’ Top & Bottom Set","boy_run_green_c1","5-6 Years",,"Clothing Set","1","211157989032435200","211157989032435200_1","2025-10-20","2025-10-25","Courier Return (RTO)","forward_RTO","2025-12-04","PocketShip","VL0082556215959","Delivering Today","1","https://www.valmo.in/track/VL0082556215959",,"NA","NA"
"21","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","6-7 Years",,"Clothing Set","1","210987522121038336","210987522121038336_1","2025-10-19","2025-10-25","Customer Return","FIRST_RET","2025-11-19","Valmo","VLR081419296467","Delivering Today","1","https://meesho.portal.shipsy.io/track/result?refNum=VLR081419296467&searchBy=referenceNumber","Meesho Price","Have size / fit related issues","Size correct but too tight"
"22","Trendy Boys Outfit Set","boy_nice_green","14-15 Years",,"Clothing Set","1","210270245863164288","210270245863164288_1","2025-10-17","2025-10-25","Courier Return (RTO)","forward_RTO","2025-12-01","PocketShip","VL0082530943724","Delivering Today","1","https://www.valmo.in/track/VL0082530943724",,"NA","NA"
"23","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","2-3 Years",,"Clothing Set","1","209967512705122944","209967512705122944_1","2025-10-16","2025-10-25","Courier Return (RTO)","forward_RTO","2025-11-30","PocketShip","VL0082520698417","Delivering Today","1","https://www.valmo.in/track/VL0082520698417",,"NA","NA"
"24","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","8-9 Years",,"Clothing Set","1","209838260641527104","209838260641527104_1","2025-10-16","2025-10-25","Courier Return (RTO)","forward_RTO","2025-11-30","PocketShip","VL0082520698680","Delivering Today","1","https://www.valmo.in/track/VL0082520698680",,"NA","NA"
"25","Trendy Boys Outfit Set","boy_nice_green","9-10 Years",,"Clothing Set","1","209911189676946752","209911189676946752_1","2025-10-16","2025-10-25","Courier Return (RTO)","forward_RTO","2025-11-30","PocketShip","VL0082520698124","Delivering Today","1","https://www.valmo.in/track/VL0082520698124",,"NA","NA"
"26","Trendy Boys Outfit Set","boy_nice_green","11-12 Years",,"Clothing Set","1","206995989431715776","206995989431715776_1","2025-10-08","2025-10-25","Customer Return","SECOND_RET","2025-11-19","Valmo","VLR081420105264","Delivering Today","1","https://meesho.portal.shipsy.io/track/result?refNum=VLR081420105264&searchBy=referenceNumber","Meesho Price","Have size / fit related issues","Size correct but too tight"
"27","CuteEase Girls’ Clothing Set – Stylish Girls Combo Set | Kids Apparel Combo | Girls Top and Bottom Outfit Set | Baby Girl Dress Combo","girl_methi_flower_c1","11-12 Years",,"Clothing Set","1","210319656106461568","210319656106461568_1","2025-10-17","2025-10-25","Customer Return","FIRST_RET","2025-11-19","Valmo","VLR081416987604","Delivering Today","1","https://meesho.portal.shipsy.io/track/result?refNum=VLR081416987604&searchBy=referenceNumber","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"28","UrbanBeat Boys’ Outfit Set","boy_run_marron_c1","11-12 Years",,"Clothing Set","1","210458792574557696","210458792574557696_1","2025-10-18","2025-10-25","Courier Return (RTO)","forward_RTO","2025-12-02","PocketShip","VL0082540001106","Delivering Today","1","https://www.valmo.in/track/VL0082540001106",,"NA","NA"
"29","GameOn Boys’ Top & Bottom Set","boy_run_green_c1","11-12 Years",,"Clothing Set","1","209609629754433024","209609629754433024_1","2025-10-16","2025-10-25","Courier Return (RTO)","forward_RTO","2025-11-30","PocketShip","VL0082520698381","Delivering Today","1","https://www.valmo.in/track/VL0082520698381",,"NA","NA"
"30","UrbanBeat Boys’ Outfit Set","boy_run_yellow_c1","11-12 Years",,"Clothing Set","1","209610023976962432","209610023976962432_1","2025-10-16","2025-10-25","Courier Return (RTO)","forward_RTO","2025-11-30","PocketShip","VL0082520698381","Delivering Today","1","https://www.valmo.in/track/VL0082520698381",,"NA","NA"
